TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
1811,声哑,Sheng Ya,声哑，病证名。见《寿世保元》卷六喉痹篇：“声哑，失音不出，用猪板油切烂入蜜，重汤煮熟，食之。”声哑一证可由多种病因引起，故在临床上应仔细审证求因，辩证用药。详见喑条。,,,Ontological terms,v2,0
1812,夏伤暑湿,Xia Shang Shu Shi,夏伤暑湿，指夏季感受暑热湿邪，邪气郁遏肌表、困阻中焦所致之证。临床以身热不扬、汗出不畅、头重如裹、胸闷脘痞、纳呆呕恶、大便溏滞、肢体酸困、舌苔白腻或黄腻、脉濡数为主要表现。其病机为暑湿交蒸，湿遏热伏，气机不畅，脾胃运化失司。,,,Ontological terms,v2,0
1813,外伤出血,Wai Shang Chu Xie,外伤出血，指因外力损伤皮肉筋骨，致脉络破损，血溢脉外之证。临床表现为伤口流血，血色鲜红或暗红，量可多可少，或伴局部肿痛、瘀斑。其病机为外力所伤，络脉受损，血不循经，离经妄行。轻者仅皮表渗血，重者血出如涌，甚则气随血脱，面色苍白，肢冷汗出。,,,Ontological terms,v2,0
1814,外伤肿痛,Wai Shang Zhong Tong,外伤肿痛是指因跌仆、撞击、扭挫、金刃等外力损伤筋肉、骨骼或脉络，导致局部气血运行受阻，瘀滞不通，或血溢脉外，停积于皮下、肌腠之间，而见患处肿胀、疼痛、皮色青紫或红赤，活动受限，压之痛甚。其病机总属“气滞血瘀”，络脉受损，不通则痛；水湿津液输布失常，聚而为肿。,,,Ontological terms,v2,0
1815,外感发热,Wai Gan Fa Re,外感发热是指因感受六淫之邪或疫疠之气，邪正交争于肌表，导致营卫失和、肺气失宣所引发的体温升高。临床以恶寒发热、头身疼痛、鼻塞流涕、脉浮为主要表现，常伴咳嗽、咽痛等症。其病机为外邪束表，卫阳被郁，正邪相搏，阳气不得泄越而致发热。,,,Ontological terms,v2,0
1816,外感热病,Wai Gan Re Bing,外感热病（heat disease caused by exogenous pathogenic factor、exogenous febrile disease）是指感受外邪引起的以发热为主要表现的疾病。是现代中医学对伤寒、温病的统称。,,,Ontological terms,v2,0
1817,夜盲,Ye Mang,对弱光敏感度下降，暗适应*时间延长的重症表现。多因VA缺乏所致，也有先天夜盲者。主要症状为白天视觉几乎正常，黄昏时光线渐暗则视物不清。因麻雀等某些鸟类系先天夜盲，故又名“雀目”、“雀盲”、“雀目眼”。VA 缺乏引起夜盲的主要机理如下：视网膜上有在强光下产生颜色感觉的视圆锥细胞和在弱光下产生暗视觉的视杆状细胞。而决定暗视觉好坏和暗适应快慢的主要因素之一，是视紫红质（视杆细胞色素）在血中的浓度。视紫红质的合成与分解受光调节；强光下分解多于合成，弱光下合成多于分解，使其浓度逐渐达到一定的光敏感度所需水平，达到这一水平所用的时间即是暗适应的时间。因为VA是视紫红质的“原料”，所以当VA缺乏时，则视紫红质得不到足够的补充，从而血中浓度下降，导致视杆状细胞功能不全，对弱光敏感度下降，暗适应时间延长等，出现夜盲症状。适量补充VA可以有效地治疗因VA 缺乏引起的夜盲症。我国早在唐代便已应用猪肝等富含VA的食物治疗“雀目”。,,,Ontological terms,v2,0
1818,大头瘟疫,Da Tou Wen Yi,大头瘟疫，又名“大头风”“大头伤寒”，系感受风热时毒，壅于上焦，攻冲头面所致。症见头面红肿如斗，或腮项漫肿，发热恶寒，咽喉肿痛，口渴烦躁，甚则神昏谵语。其病机为风热疫毒上攻，气血凝滞于头面，属温毒范畴，治宜清热解毒、疏风散邪。,,,Ontological terms,v2,0
1819,大汗,Da Han,大汗，指汗出过多的现象。可因热盛迫汗、发表太过、病后气虚、元气欲脱等原因而出现。汗是津液所化，汗多则伤津，甚则“亡阴”；汗为心液，汗多也可以“亡阳”。参见“亡阴”、“亡阳”、“漏汗”、“热汗”、“冷汗”等条。,,,Ontological terms,v2,0
1820,天疱疮,Tian Pao Chuang,天疱疮是一种慢性、复发性、严重性表皮内疱性皮肤病，可能是一种自身免疫性疾病。临床上可分四型：寻常型、增殖型、落叶型、红斑型。治疗原则：,,,Ontological terms,v2,0
1821,失精,Shi Jing,失精，①即遗精。《金匮要略·血痹虚劳病脉证并治》：“男子失精，女子梦交，桂枝龙骨牡蛎汤主之。”详遗精条。,,,Ontological terms,v2,0
1822,失血,Shi Xie,失血，证名。各种大量出血症候的总称。《三因极一病证方论·失血叙论》：“血不得循经流注，荣养百脉，或泣或散，或下而亡反，或逆而上溢，乃有吐、衄、便、利、汗、痰诸证生焉。十种走失，无重于斯，随证别之，乃可施治。”失血原因，或肺阴虚，热损肺络；或脾虚气弱，不能统血摄血；或邪热迫血妄行；或跌仆外伤，损及脏腑经脉等。详见衄血、肌衄、汗血、吐血、呕血、咳血、咯血、唾血、便血、尿血各条。,,,Ontological terms,v2,0
1823,头痛头晕,Tou Tong Tou Yun,头痛头晕是指头部疼痛与眩晕并见之证候。临床表现为头部胀痛、刺痛或空痛，兼见视物旋转、站立不稳、头重脚轻，甚则恶心呕吐。其病机多责之肝阳上亢，气血亏虚，或痰浊中阻，瘀血阻络，致清阳不升、浊阴不降，脑窍失养或受扰而发。,,,Ontological terms,v2,0
1824,头痛目赤,Tou Tong Mu Chi,头痛目赤，指头痛与目赤肿痛并见之症。临床表现为头部胀痛或掣痛，双目红赤，或伴灼热、畏光、多眵。其病机多因风热外袭，上攻头目；或肝火上炎，循经冲扰清窍；亦可见于肝阳上亢，气血逆乱。常兼见口苦、烦躁、脉弦数等。,,,Ontological terms,v2,0
1825,头癣,Tou Xian,头癣是头皮和头发的浅部真菌感染，根据病原菌和临床表现的不同可分为黄癣、白癣和黑点癣三种。头癣好发于儿童，传染性较强，易在托儿所、幼稚园、小学校及家庭中互相传染。主要通过被污染的理发工具传染，也可通过接触患癣的猫、狗等家畜而感染。中医称黄癣为“肥黏疮”、“秃疮”;白癣称为“白秃疮”、“癞头疮”。,,,Ontological terms,v2,0
1826,头虱,Tou Shi,头虱是一种灰色无翅的小昆虫，雌虱于交尾后1-2天，即开始产卵，,,,Ontological terms,v2,0
1827,头身疼痛,Tou Shen Teng Tong,头身疼痛是指患者头部与躯体同时出现疼痛不适的自觉症状。临床表现为头痛连及项背、周身肌肉关节酸楚或重着疼痛，常伴恶寒发热、无汗或汗出等表证。其病因病机多由外感六淫之邪，尤以风寒湿邪侵袭肌表，致卫阳郁遏、经气不利，或内伤气血亏虚、经脉失养所致。,,,Ontological terms,v2,0
1828,奔豚,Ben Tun,"自觉有气从少腹、小腹向上窜，悸动奔走, 如小猪在窜动。",少腹部,水饮停聚,Ontological terms,v2,0
1829,妇人脏躁,Fu Ren Zang Zao,脏躁是指无故自悲，不能控制，或苦笑无常，哈欠频作， 发作与月经周期无关。,子宫,肾阴虚、肾阳虚、肾阴阳两虚、心肾不交,Ontological terms,v2,0
1830,妇女断乳,Fu Nv Duan Ru,妇女断乳，指产妇哺乳期内乳汁分泌自然减少或停止，或非哺乳期乳房无乳汁溢出之症。临床表现为乳房胀满感渐消，乳汁量少质稀，甚则全无，或伴乳房柔软不痛。其病因病机多因气血亏虚，化源不足，或肝郁气滞，乳络不通，亦有因哺乳过久、产后失养所致者。,,,Ontological terms,v2,0
1831,妇女湿热带下,Fu Nv Shi Re Dai Xia,妇女湿热带下，指带下量明显增多，色黄或黄绿，质黏稠如脓，或呈泡沫状、米泔水样，气味腥臭或秽臭，常伴阴部瘙痒、灼热疼痛，小便短赤，口苦咽干，舌红苔黄腻，脉滑数或濡数。其病因多由肝经湿热下注，或脾虚湿蕴化热，湿热之邪循经下注，损伤任带二脉，致带脉失约，津液不化而外溢。,,,Ontological terms,v2,0
1832,妇女阴痒,Fu Nv Yin Yang,女性外阴及阴道瘙痒，甚则痒痛难忍，坐卧不宁，或伴带下增多者，称为“阴痒”，又称“阴门瘙痒”。,阴道,肝肾阴虚、湿热下注,Ontological terms,v2,0
1833,妊娠子痫,Ren Shen Zi Xian,妊娠晚期、临产时，或新产后，突然发生眩晕倒仆，昏不知人，两目上视，牙关紧闭，四肢抽搐，全身强直，须臾 醒，醒后复发，甚或昏迷不醒者，称为“子痫”。,,,Ontological terms,v2,0
1834,姜片虫病,Jiang Pian Chong Bing,姜片虫病，病证名。又名赤虫。《诸病源候论》卷十八：“赤虫，状如生肉。”症见肠鸣，腹泻，时或便脓血。多由食生菱角、荸荠等吞入姜片虫的囊蚴所引起。治宜攻积杀虫。用追虫丸或《仁斋直指》芜荑散。,,,Ontological terms,v2,0
1835,子官脱垂,Zi Guan Tuo Chui,女性子宫下垂，脱出至阴户口或阴户外。,子宫,中气下陷,Ontological terms,v2,0
1836,子宫颈癌,Zi Gong Jing Ai,子宫颈癌，属中医学“癥瘕”、“崩漏”、“带下”等范畴。其病位在胞宫，病性多属本虚标实。临床以非经期阴道不规则流血、带下量多臭秽或夹血丝、小腹坠痛、腰骶酸痛为主要表现。病因多由湿热瘀毒久蕴胞宫，或肝郁脾虚、冲任失调，致气滞血瘀、痰湿凝聚，日久结而成癥。,,,Ontological terms,v2,0
1837,实热积滞便秘,Shi Re Ji Zhi Bian Mi,实热积滞便秘是指因邪热内炽，与肠中糟粕相搏，致腑气不通所引发的便秘。症见大便干结难下，数日一行，腹胀满硬痛，拒按，伴面赤身热，口干口臭，心烦不宁，小便短赤，舌红苔黄燥，脉滑数有力。其病机多由外感热邪入里，或过食辛辣厚味，致胃肠积热，耗伤津液，燥屎内结，腑气壅滞。,,,Ontological terms,v2,0
1838,宫冷不孕,Gong Leng Bu Yun,宫冷不孕，病名。见《济阴纲目》。即胞寒不孕。详该条。,,,Ontological terms,v2,0
1839,寒湿呕逆,Han Shi Ou Ni,寒湿呕逆，指因寒湿内盛，中焦阳气被遏，胃失和降，气机上逆所致之证。临床表现为呕吐清水或涎沫，脘腹痞闷，食少纳呆，口淡不渴，或伴头身困重，舌苔白腻，脉濡缓或沉迟。其病机多由外感寒湿，或过食生冷，致脾阳受损，寒湿停聚，阻遏气机，胃气不降反升。,,,Ontological terms,v2,0
1840,寒湿脚气,Han Shi Jiao Qi,寒湿脚气，病名。脚气之一。见《三因极一病证方论》卷三。指寒湿外侵，经气、血脉不和所致。临床以脚膝软弱无力、顽木浮肿；或作拘挛疼痛，或兼见恶寒肢冷。治宜温经除湿、活络舒筋。用木瓜牛膝丸、酒浸牛膝丸、葫芦巴丸及鸡鸣散加减。参见脚气条。,,,Ontological terms,v2,0
1841,寒热,Han Re,寒热，①病状名。主要证见发冷发热，或战栗不欲食。《素问·风论》：“其寒也则衰食饮，其热也则消肌肉，故使人怢栗不能食，名曰寒热。”,,,Ontological terms,v2,0
1842,寒疝腹痛,Han Shan Fu Tong,寒疝腹痛指因寒邪凝滞肝脉或阳虚阴盛，致气机收引、经脉挛急，以少腹拘急冷痛、痛引睾丸或阴股、得温痛减、遇寒加剧为主要表现的病证。其病机多由外感寒湿、过食生冷，或素体阳虚，寒积于内，搏结肝经，气血运行涩滞所致。临床常伴畏寒肢冷、舌淡苔白、脉沉弦或沉紧等症。,,,Ontological terms,v2,0
1843,寒痹,Han Bi,寒痹，病名。一名痛痹、骨痹。指寒邪偏重的痹证。骨痹属于五体痹之一。凡由六淫之邪侵扰人体筋骨关节，闭阻经脉气血，出现肢体沉重、关节剧痛，甚至发生肢体拘挛屈曲，或强直畸形者谓之骨痹。本病一年四季均可发病，发于周围关节者以女性居多，发于中枢关节者以青年男性居多。本病与历节、痛风、热痹、鹤膝风、尫痹等的某些证型可能有所交错，如果出现关节剧痛、肢节拘挛屈曲、强直畸形者均可列入本病范畴。现代医学的类风湿性关节炎、强直性脊椎炎、骨关节炎、大骨节病、多发性骨髓瘤、痛风等病种出现骨痹的主症时，可参考骨痹辨治。,,,Ontological terms,v2,0
1844,寒积便秘,Han Ji Bian Mi,寒积便秘指寒邪内结，阳气不通，传导失司所致之便秘。症见大便艰涩难下，或数日一行，伴腹中冷痛、得温稍减，手足不温，畏寒喜暖，口淡不渴，舌淡苔白滑，脉沉迟。其病机多由素体阳虚，或过食生冷，寒凝胃肠，阳气不行，津液不布，糟粕停滞所致。,,,Ontological terms,v2,0
1845,小便淋沥,Xiao Bian Lin Li,小便后仍有余沥点滴不净。,膀胱,肾虚胞寒、中气下陷、膀胱湿热、阴虚火旺,Ontological terms,v2,0
1846,小便淋漓,Xiao Bian Lin Li,多见于50岁以上的老年男性。早期表现为尿频，夜尿增多，排尿困难，尿流无力。晚期可出现严重的尿频、尿急、排尿困难，甚至点滴不通，小腹胀满，可触及充盈的膀胱。,,,Ontological terms,v2,0
1847,小便疼痛,Xiao Bian Teng Tong,排尿时尿道发生刺痛、灼痛、涩痛、绞 痛等，同时伴有小便淋漓不畅。,膀胱,焦湿热、心火亢盛、下焦血瘀、肝郁气滞、肾阴亏虚,Ontological terms,v2,0
1848,小便短赤涩痛,Xiao Bian Duan Chi Se Tong,小便短赤涩痛，指排尿时尿量短少、色深红或黄赤，且伴有尿道灼热、涩滞不畅、刺痛或急迫不适之感。其病位在膀胱与下焦，多因湿热蕴结膀胱，气化不利，或心火下移小肠，热灼津伤所致。常见于淋证、热淋、血淋等病证中。,,,Ontological terms,v2,0
1849,小便艰涩,Xiao Bian Jian Se,排尿艰难涩痛。,,,Ontological terms,v2,0
1850,小便赤,Xiao Bian Chi,小便赤，指尿液色泽深黄至红赤，甚或如浓茶、洗肉水状，排尿时或伴灼热涩痛。其病机多属热邪内蕴，或湿热下注膀胱，灼伤血络；亦可因心火亢盛，移热小肠所致。临床常见于实热证，如膀胱湿热、心火上炎，亦可见于阴虚火旺之虚热证。,,,Ontological terms,v2,0
1851,小便遗沥,Xiao Bian Yi Li,小便遗沥，指排尿后仍有少量尿液点滴不尽，或小便不能自主控制而频自溢出。其症多表现为尿后余沥、沾湿衣裤，或伴尿频、尿急。病机多属肾气不固，膀胱失约；或中气下陷，气化无权；亦可因湿热下注，扰动膀胱，致开阖失司。,,,Ontological terms,v2,0
1852,小儿夜啼,Xiao Er Ye Ti,指婴儿入夜啼哭不安，时哭时止，或每夜定时啼哭，甚则通宵达旦，但白天如常的一种病证。,眼部,脾寒气滞、心经积热,Ontological terms,v2,0
1853,小儿急惊风,Xiao Er Ji Liang Feng,是小儿常见的一种急重病证，临床以抽搐、昏迷为主要症状，急惊风来势急骤，以高热、抽风、昏迷为主要表现，痰、热、惊、风四证俱备。,机体,外感风热、温热疫毒,Ontological terms,v2,0
1854,小儿惊啼,Xiao Er Liang Ti,小儿惊啼，指婴幼儿于睡眠中突发惊叫啼哭，或白昼无故惊恐啼泣，伴面色乍青乍赤、神情不安、易惊惕、指纹青紫等症。其病机多因心肝火盛，或暴受惊恐，神不守舍；亦有因乳食积滞，郁而化热，上扰神明所致。临床需辨虚实，实者多声高而急，虚者声低而怯。,,,Ontological terms,v2,0
